Timestamp,Open,High,Low,Close,Value1,EndTimestamp,Value2,Volume,Value3,Value4,Value5
2020-01-01 00:00:00.000,7195.36581933,7253.94818182,7176.61651463,7199.83551135,0,1577923199999,0,86399,0,0,0
2020-01-02 00:00:00.000,7199.99460226,7210.69159771,6932.18333809,6965.4492142,0,1578009599999,0,86395,0,0,0
2020-01-03 00:00:00.000,7208.47379564,7400.70363591,7189.19078721,7342.3678685,0,1578095999999,0,60399,0,0,0
2020-01-04 00:00:00.000,7343.11730216,7401.16261136,7274.99396504,7353.32031212,0,1578182399999,0,86400,0,0,0
2020-01-05 00:00:00.000,7353.32031212,7492.01900842,7322.94514715,7358.3180817,0,1578268799999,0,86400,0,0,0
2020-01-06 00:00:00.000,7358.3180817,7791.98066651,7349.36353624,7758.23342821,0,1578355199999,0,86398,0,0,0
2020-01-07 00:00:00.000,7758.24706457,8200.25244255,7731.11717727,8149.39261725,0,1578441599999,0,86397,0,0,0
2020-01-08 00:00:00.000,8148.44236289,8455.40818119,7873.89208387,8051.22644747,0,1578527999999,0,86398,0,0,0
2020-01-09 00:00:00.000,8052.08553838,8052.39144747,7753.57199998,7818.63907466,0,1578614399999,0,86398,0,0,0
2020-01-10 00:00:00.000,7818.62543829,8196.38103692,7678.56108169,8196.30651763,0,1578700799999,0,86399,0,0,0
2020-01-11 00:00:00.000,8196.44969945,8284.20113262,8006.80707767,8023.26304282,0,1578787199999,0,86391,0,0,0
2020-01-12 00:00:00.000,8022.19335769,8189.80318182,7963.90933083,8184.09200615,0,1578873599999,0,86400,0,0,0
2020-01-13 00:00:00.000,8184.21200615,8194.39926047,8059.25090747,8108.15131621,0,1578959999999,0,86398,0,0,0
2020-01-14 00:00:00.000,8109.26813439,8878.90651919,8106.76573036,8821.10982673,0,1579046399999,0,86399,0,0,0
2020-01-15 00:00:00.000,8819.21800855,8913.69409091,8570.46746591,8823.89341116,0,1579132799999,0,86393,0,0,0
2020-01-16 00:00:00.000,8823.08432025,8857.78928251,8593.94097023,8723.215,0,1579219199999,0,86398,0,0,0
2020-01-17 00:00:00.000,8722.96045455,9024.80409091,8676.15889054,8913.00409774,0,1579305599999,0,86393,0,0,0
2020-01-18 00:00:00.000,8913.92227956,8987.8190581,8808.43851473,8916.9191874,0,1579391999999,0,86397,0,0,0
2020-01-19 00:00:00.000,8916.83282376,9195.83815088,8488.43,8703.79530501,0,1579478399999,0,86390,0,0,0
2020-01-20 00:00:00.000,8704.10439592,8744.66947365,8525.10538421,8642.31225136,0,1579564799999,0,86398,0,0,0
2020-01-21 00:00:00.000,8642.31751452,8779.96717108,8501.06818182,8736.16399367,0,1579651199999,0,86393,0,0,0
2020-01-22 00:00:00.000,8736.17763004,8812.97755816,8600.30090909,8682.7242868,0,1579737599999,0,86389,0,0,0
2020-01-23 00:00:00.000,8682.48218154,8690.74791915,8308.36705263,8407.06173767,0,1579823999999,0,86395,0,0,0
2020-01-24 00:00:00.000,8407.24355585,8523.86181818,8238.88984515,8439.69230147,0,1579910399999,0,86395,0,0,0
2020-01-25 00:00:00.000,8440.49230147,8449.39388042,8274.23883428,8340.57048866,0,1579996799999,0,86398,0,0,0
2020-01-26 00:00:00.000,8340.97417287,8615.8432739,8299.33127666,8613.25680382,0,1580083199999,0,86395,0,0,0
2020-01-27 00:00:00.000,8613.30417224,8998.84736842,8577.75603715,8908.26208317,0,1580169599999,0,86400,0,0,0
2020-01-28 00:00:00.000,8908.27260949,9396.32052631,8902.10660023,9374.42021047,0,1580255999999,0,86399,0,0,0
2020-01-29 00:00:00.000,9376.83833598,9443.5,9241.02736842,9302.83560068,0,1580342399999,0,86398,0,0,0
2020-01-30 00:00:00.000,9302.35665331,9575.63736841,9210.57684211,9514.58913734,0,1580428799999,0,86391,0,0,0
2020-01-31 00:00:00.000,9514.37334787,9529.47175053,9214.71117414,9351.01878302,0,1580515199999,0,86397,0,0,0
2020-02-01 00:00:00.000,9351.65036196,9462.30074479,9300.20890831,9385.97762632,0,1580601599999,0,86396,0,0,0
2020-02-02 00:00:00.000,9386.08288948,9473.03291631,9166.91028559,9332.21105263,0,1580687999999,0,86393,0,0,0
2020-02-03 00:00:00.000,9331.70052632,9600.3000268,9238.60282888,9294.62712614,0,1580774399999,0,86386,0,0,0
2020-02-04 00:00:00.000,9294.47258068,9351.40446524,9098.21023089,9196.43979204,0,1580860799999,0,86381,0,0,0
2020-02-05 00:00:00.000,9196.35797386,9737.51409091,9178.66733034,9612.05608898,0,1580947199999,0,86397,0,0,0
2020-02-06 00:00:00.000,9612.05154352,9860.54754055,9530.31039117,9772.66892698,0,1581033599999,0,86385,0,0,0
2020-02-07 00:00:00.000,9772.67347244,9883.36227273,9734.02863636,9815.81628582,0,1581119999999,0,86398,0,0,0
2020-02-08 00:00:00.000,9815.78901309,9936.67098056,9670.3953303,9893.414,0,1581206399999,0,86394,0,0,0
2020-02-09 00:00:00.000,9893.372,10162.34433847,9879.92069487,10153.97649601,0,1581292799999,0,86388,0,0,0
2020-02-10 00:00:00.000,10153.15831419,10186.72911991,9768.30953099,9852.09437509,0,1581379199999,0,86389,0,0,0
2020-02-11 00:00:00.000,9851.91119327,10319.86476813,9716.61954545,10221.95266696,0,1581465599999,0,86395,0,0,0
2020-02-12 00:00:00.000,10222.54857605,10446.86590909,10222.54857605,10328.2399977,0,1581551999999,0,86378,0,0,0
2020-02-13 00:00:00.000,10328.23545225,10496.2828181,10094.51948611,10229.25181818,0,1581638399999,0,86392,0,0,0
2020-02-14 00:00:00.000,10229.315,10376.41508962,10113.84306524,10343.0973149,0,1581724799999,0,86390,0,0,0
2020-02-15 00:00:00.000,10343.07913308,10372.91612013,9809.39090909,9905.49429944,0,1581811199999,0,86394,0,0,0
2020-02-16 00:00:00.000,9905.30157216,10048.00084351,9639.70674675,9925.38922371,0,1581897599999,0,86400,0,0,0
2020-02-17 00:00:00.000,9913.60104189,9962.21028673,9456.38772128,9701.89553572,0,1581983999999,0,86387,0,0,0
2020-02-18 00:00:00.000,9703.0273539,10249.6639741,9588.14405847,10164.82398279,0,1582070399999,0,86395,0,0,0
2020-02-19 00:00:00.000,10162.24695474,10255.73754936,9337.106,9599.84660078,0,1582156799999,0,71882,0,0,0
2020-02-20 00:00:00.000,9599.72660078,9687.73104545,9406.20409091,9597.76922009,0,1582243199999,0,86385,0,0,0
2020-02-21 00:00:00.000,9596.45058372,9753.24186364,9569.92030888,9678.96227273,0,1582329599999,0,86394,0,0,0
2020-02-22 00:00:00.000,9678.70363636,9705.40772725,9560.68480455,9651.35976612,0,1582415999999,0,86396,0,0,0
2020-02-23 00:00:00.000,9651.28112976,9984.01400916,9648.92740945,9941.03136364,0,1582502399999,0,86400,0,0,0
2020-02-24 00:00:00.000,9937.34363636,9989.08566171,9486.11181818,9657.68511364,0,1582588799999,0,86399,0,0,0
2020-02-25 00:00:00.000,9581.92909091,9669.45437145,9256.12954546,9316.27993873,0,1582675199999,0,73653,0,0,0
2020-02-26 00:00:00.000,9315.75721146,9375.25118182,8636.57227273,8786.43909091,0,1582761599999,0,86389,0,0,0
2020-02-27 00:00:00.000,8787.20727273,8971.04636364,8531.85909091,8820.93177895,0,1582847999999,0,86381,0,0,0
2020-02-28 00:00:00.000,8820.70905168,8901.00474207,8446.77706467,8693.31696704,0,1582934399999,0,86379,0,0,0
2020-02-29 00:00:00.000,8691.46959862,8789.07757895,8526.29573158,8527.27894737,0,1583020799999,0,86377,0,0,0
2020-03-01 00:00:00.000,8527.27894737,8749.1129375,8426.48454812,8535.09771955,0,1583107199999,0,86394,0,0,0
2020-03-02 00:00:00.000,8536.24146955,8965.26696181,8499.61776828,8910.43474923,0,1583193599999,0,86391,0,0,0
2020-03-03 00:00:00.000,8910.80349923,8916.08788318,8655.36240444,8759.47439697,0,1583279999999,0,86361,0,0,0
2020-03-04 00:00:00.000,8759.22439697,8846.105,8665.73690584,8749.94523684,0,1583366399999,0,86369,0,0,0
2020-03-05 00:00:00.000,8749.68207895,9154.15473684,8749.68207895,9057.57180972,0,1583452799999,0,81893,0,0,0
2020-03-06 00:00:00.000,9056.55953699,9169.03813003,8990.53290909,9131.87483641,0,1583539199999,0,86386,0,0,0
